overview:
S_D_p:79.164
S_D_r:65.827
S_D_f1:71.882
S_C_p:70.548
S_C_r:58.663
S_C_f1:64.059
C_D_p:82.999
C_D_r:67.009
C_D_f1:74.152
C_C_p:73.591
C_C_r:59.415
C_C_f1:65.748

bad cases:
正确: 腾讯微信昨日推出“微信行业解决方案”，覆盖快递、百货、餐厅、医院等11个线下领域，几乎囊括了所有消费【新】常态行业，腾讯意图对微信支付应用场景的拓展渗透到线下，进一步完善生态闭环，打通O2O全领域的野心凸显
预测: 腾讯微信昨日推出“微信行业解决方案”，覆盖快递、百货、餐厅、医院等11个线下领域，几乎囊括了所有消费【型】常态行业，腾讯意图对微信支付应用场景的拓展渗透到线下，进一步完善生态闭环，打通O2O全领域的野心凸显
错误类型: 漏纠

原始: 近日，娱乐圈的情侣们似乎都大犯桃花，无论是被众人看好的“暮光情侣”还是渡过七年之痒的胡黄恋，都让粉丝们惋惜
正确: 近日，娱乐圈的情侣们似乎都大【犯】桃花，无论是被众人看好的“暮光情侣”还是度过七年之痒的胡黄恋，都让粉丝们惋惜
预测: 近日，娱乐圈的情侣们似乎都大【放】桃花，无论是被众人看好的“暮光情侣”还是度过七年之痒的胡黄恋，都让粉丝们惋惜
错误类型: 综合

原始: 股债低迷的这两年，保险资金相继关注非标资产，其中尤以债权投资计划呈现爆发式增长
正确: 股债低迷的这两年，保险资金相继关注非标资产，其中尤以债【权】投资计划呈现爆发式增长
预测: 股债低迷的这两年，保险资金相继关注非标资产，其中尤以债【券】投资计划呈现爆发式增长
错误类型: 过纠

原始: 证监会：一季度证券行业创新发展取得积极成效，115家公司未经审计的业绩数据限制总资产2.27万亿元，7724亿元净资产，一季度营业收入452.43亿元，两融业务收入78.44亿元
正确: 证监会：一季度证券行业创新发展取得积极成效，115家公司未经审计的业绩数据【显】【示】总资产2.27万亿元，7724亿元净资产，一季度营业收入452.43亿元，两融业务收入78.44亿元
预测: 证监会：一季度证券行业创新发展取得积极成效，115家公司未经审计的业绩数据【限】【制】总资产2.27万亿元，7724亿元净资产，一季度营业收入452.43亿元，两融业务收入78.44亿元
错误类型: 漏纠

原始: 今天上午，全国政协十一届五次会议第二次全体会议即首场大会发言在北京人民大会堂举行
正确: 今天上午，全国政协十一届五次会议第二次全体会议【暨】首场大会发言在北京人民大会堂举行
预测: 今天上午，全国政协十一届五次会议第二次全体会议【即】首场大会发言在北京人民大会堂举行
错误类型: 漏纠

原始: 查获的3箱蝴蝶共计2176只，其中啬青斑蝶1745只，大斑蝶431只
正确: 查获的3【箱】蝴蝶共计2176只，其中啬青斑蝶1745只，大斑蝶431只
预测: 查获的3【只】蝴蝶共计2176只，其中啬青斑蝶1745只，大斑蝶431只
错误类型: 过纠

原始: 冬日听蝈蝈虫鸣是老北京人的传统享受，不少市民习惯在羽绒服内藏支葫芦，里头放着蝈蝈边走边听虫鸣，宛如大自然随身听；正因爱好者众，今年北京一只极品蝈蝈喊价高达上万元人民币，贵到足以买台中高阶家庭的音响了
正确: 冬日听蝈蝈虫鸣是老北京人的传统享受，不少市民习惯在羽绒服内藏【只】葫芦，里头放着蝈蝈边走边听虫鸣，宛如大自然随身听；正因爱好者众，今年北京一只极品蝈蝈喊价高达上万元人民币，贵到足以买台中高阶家庭的音响了
预测: 冬日听蝈蝈虫鸣是老北京人的传统享受，不少市民习惯在羽绒服内藏【支】葫芦，里头放着蝈蝈边走边听虫鸣，宛如大自然随身听；正因爱好者众，今年北京一只极品蝈蝈喊价高达上万元人民币，贵到足以买台中高阶家庭的音响了
错误类型: 漏纠

原始: 皇马主帅安切洛蒂认为，球队依然有机会赶超巴萨，“巴萨现在领先我们4分，他们在积分榜上占据着绝对优势，但联赛还没有结束，足球的世界中什么都有可能发生，水无常态，大家都知道这个道理，我们还有冠军联赛夺冠的希望
正确: 皇马主帅安切洛蒂认为，球队依然有机会赶超巴萨，“巴萨现在领先我们4分，他们在积分榜上占据着绝对优势，但联赛还没有结束，足球的世界中什么都有可能发生，【事】无常态，大家都知道这个道理，我们还有冠军联赛夺冠的希望
预测: 皇马主帅安切洛蒂认为，球队依然有机会赶超巴萨，“巴萨现在领先我们4分，他们在积分榜上占据着绝对优势，但联赛还没有结束，足球的世界中什么都有可能发生，【水】无常态，大家都知道这个道理，我们还有冠军联赛夺冠的希望
错误类型: 漏纠

原始: 没到冬天，很多朋友都会出现手脚冰凉的症状
正确: 【每】到冬天，很多朋友都会出现手脚冰凉的症状
预测: 【没】到冬天，很多朋友都会出现手脚冰凉的症状
错误类型: 漏纠

原始: 当地时间本周一，交互式广告署（IAB）报告称，今年第三季度广告客户投放的互联网广告金额高达106.9亿美元，创下历时纪录，比去年同期92.6亿美元广告营收增长15%
正确: 当地时间本周一，交互式广告署（IAB）报告称，今年第三季度广告客户投放的互联网广告金额高达106.9亿美元，创下历【史】纪录，比去年同期92.6亿美元广告营收增长15%
预测: 当地时间本周一，交互式广告署（IAB）报告称，今年第三季度广告客户投放的互联网广告金额高达106.9亿美元，创下历【时】纪录，比去年同期92.6亿美元广告营收增长15%
错误类型: 漏纠

原始: 加利福尼亚州立大学的神经学教授拉里罗斯认为自我凌乱症状：1.高频率的试用高科技设备；2.日益表现自恋症、强迫症、多动症、社交恐惧症、抑郁症等
正确: 加利福尼亚州立大学的神经学教授拉里罗斯认为自我凌乱症状：1.高频率【的】使用高科技设备；2.日益表现自恋症、强迫症、多动症、社交恐惧症、抑郁症等
预测: 加利福尼亚州立大学的神经学教授拉里罗斯认为自我凌乱症状：1.高频率【地】使用高科技设备；2.日益表现自恋症、强迫症、多动症、社交恐惧症、抑郁症等
错误类型: 综合

原始: 这也将成为加州接待的最大规模旅行团，预计也将给加州带来8500美万的收入
正确: 这也将成为加州接待的最大规模旅行团，预计也将给加州带来8500美【元】的收入
预测: 这也将成为加州接待的最大规模旅行团，预计也将给加州带来8500美【万】的收入
错误类型: 漏纠

原始: 卡地亚Cartier是时间著名的品牌，在香港有多家分店，很多人会专程到香港去购买卡地亚Cartier商品，那么香港卡地亚分店地址及电话信息就一定要清楚了，下面就一起来看看吧>>>
正确: 卡地亚Cartier是【世】【界】著名的品牌，在香港有多家分店，很多人会专程到香港去购买卡地亚Cartier商品，那么香港卡地亚分店地址及电话信息就一定要清楚了，下面就一起来看看吧>>>
预测: 卡地亚Cartier是【一】【下】著名的品牌，在香港有多家分店，很多人会专程到香港去购买卡地亚Cartier商品，那么香港卡地亚分店地址及电话信息就一定要清楚了，下面就一起来看看吧>>>
错误类型: 综合

原始: 如果错过这次机会，人们须再等105年才能看到
正确: 如果错过这次机会，人们【须】再等105年才能看到
预测: 如果错过这次机会，人们【需】再等105年才能看到
错误类型: 过纠

原始: 李克强总理接受英国《金融时报》总编巴伯专访时表示：“我们将对中国房地产市场采取多种措施，因地制宜，因制施策，加大保障房建设，保持平稳健康发展，既要鼓励自主改善型需求，也要防止泡沫
正确: 李克强总理接受英国《金融时报》总编巴伯专访时表示：“我们将对中国房地产市场采取多种措施，因地制宜，因【制】施策，加大保障房建设，保持平稳健康发展，既要鼓励自【主】改善型需求，也要防止泡沫
预测: 李克强总理接受英国《金融时报》总编巴伯专访时表示：“我们将对中国房地产市场采取多种措施，因地制宜，因【治】施策，加大保障房建设，保持平稳健康发展，既要鼓励自【住】改善型需求，也要防止泡沫
错误类型: 过纠

原始: 另据统计，陶宝网的整体交易规模相当于台湾GDP(14万亿)的1/3
正确: 另据统计，【淘】宝网的整体交易规模相当于台湾GDP(14万亿)的1/3
预测: 另据统计，【陶】宝网的整体交易规模相当于台湾GDP(14万亿)的1/3
错误类型: 漏纠

原始: 常吃西式快餐店里的炸鸡翅对身体非常不健康，而用干煎这种做法就非常健康，平底锅干煎不用一滴油，煎的时候，鸡翅中体内油份都给逼出来，吃起来外焦里嫩，还有烧烤的味道，咬一口汁液充足，非常可口
正确: 常吃西式快餐店里的炸鸡翅对身体非常不健康，而用干煎这种做法就非常健康，平底锅干煎不用一滴油，煎的时候，鸡翅中体内油【分】都给逼出来，吃起来外焦里嫩，还有烧烤的味道，咬一口汁液充足，非常可口
预测: 常吃西式快餐店里的炸鸡翅对身体非常不健康，而用干煎这种做法就非常健康，平底锅干煎不用一滴油，煎的时候，鸡翅中体内油【份】都给逼出来，吃起来外焦里嫩，还有烧烤的味道，咬一口汁液充足，非常可口
错误类型: 漏纠

原始: 据加拿大《星岛日报》报道，新年伊始，加拿大联邦移民部长康尼(JasonKenny)就公布喜讯，全新的联邦技术移民计划2日开始正式接收申请，预料会达到该项目的上限，即3，000个技术移民申请，涉及43个工种，其中26个工种属急需工种
正确: 据加拿大《星岛日报》报道，新年伊始，加拿大联邦移民部长康尼(JasonKenny)就公布喜讯，全新的联邦技术移民计划2日开始正式接【受】申请，预料会达到该项目的上限，即3，000个技术移民申请，涉及43个工种，其中26个工种属急需工种
